ds,SPY_Close,SPY_Volume,month,day,Actual_GDP,Actual_nonfarm,Actual_CPI,Actual_PPI,Actual_unemployment rate,Actual_core_PCE,Actual_FOMC,CPI_vs_forecast,CPI_vs_previous,GDP_vs_forecast,GDP_vs_previous,PPI_vs_forecast,PPI_vs_previous,nonfarm_vs_forecast,nonfarm_vs_previous,unemployment rate_vs_forecast,unemployment rate_vs_previous,core_PCE_vs_forecast,core_PCE_vs_previous,FOMC_vs_forecast,FOMC_vs_previous,is_event,days_since_fomc
2021-04-07,384.1014099121094,55836300,4,7,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,14.0
2021-04-08,385.9246520996094,57863100,4,8,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,15.0
2021-04-09,388.7304382324219,61104600,4,9,none event,none event,none event,0.042,none event,none event,none event,,,,,1.0,1.0,,,,,,,,,1,16.0
2021-04-12,388.8720703125,56704900,4,12,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,17.0
2021-04-13,390.0246887207031,56551000,4,13,none event,none event,0.026,none event,none event,none event,none event,1.0,1.0,,,,,,,,,,,,,1,18.0
2021-04-14,388.692626953125,61659900,4,14,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,19.0
2021-04-15,392.8681335449219,60229800,4,15,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,20.0
2021-04-16,394.1811828613281,82037300,4,16,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,21.0
2021-04-19,392.24462890625,78498500,4,19,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,22.0
2021-04-20,389.3727722167969,81851800,4,20,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,23.0
2021-04-21,393.0569763183594,66793000,4,21,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,24.0
2021-04-22,389.4671630859375,97582800,4,22,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,25.0
2021-04-23,393.6899719238281,73209200,4,23,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,26.0
2021-04-26,394.51190185546875,52182400,4,26,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,27.0
2021-04-27,394.4268798828125,51303100,4,27,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,28.0
2021-04-28,394.3135070800781,51238900,4,28,none event,none event,none event,none event,none event,none event,0.0025,,,,,,,,,,,,,0.0,0.0,1,0.0
2021-04-29,396.8263244628906,78544300,4,29,0.064,none event,none event,none event,none event,none event,none event,,,1.0,1.0,,,,,,,,,,,1,1.0
2021-04-30,394.21893310546875,85527000,4,30,none event,none event,none event,none event,none event,0.018,none event,,,,,,,,,,,0.0,1.0,,,1,2.0
2021-05-03,395.06927490234375,68128300,5,3,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,3.0
2021-05-04,392.6319274902344,101591200,5,4,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,4.0
2021-05-05,392.7547912597656,60162200,5,5,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,5.0
2021-05-06,395.89117431640625,74321400,5,6,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,6.0
2021-05-07,398.7724609375,67733800,5,7,none event,266K,none event,none event,0.061,none event,none event,,,,,,,-1.0,-1.0,1.0,1.0,,,,,1,7.0
2021-05-10,394.8236083984375,81852400,5,10,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,8.0
2021-05-11,391.2999267578125,116888000,5,11,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,9.0
2021-05-12,382.9866638183594,134811000,5,12,none event,none event,0.042,none event,none event,none event,none event,1.0,1.0,,,,,,,,,,,,,1,10.0
2021-05-13,387.5872802734375,106394000,5,13,none event,none event,none event,0.062,none event,none event,none event,,,,,1.0,1.0,,,,,,,,,1,11.0
2021-05-14,393.5388488769531,82201600,5,14,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,12.0
2021-05-17,392.5375061035156,65129200,5,17,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,13.0
2021-05-18,389.15545654296875,59810200,5,18,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,14.0
2021-05-19,388.13519287109375,106467100,5,19,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,15.0
2021-05-20,392.31072998046875,78022200,5,20,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,16.0
2021-05-21,391.98956298828125,76578700,5,21,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,17.0
2021-05-24,395.985595703125,51376700,5,24,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,18.0
2021-05-25,395.1070251464844,57451400,5,25,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,19.0
2021-05-26,395.89117431640625,43088600,5,26,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,20.0
2021-05-27,396.0989990234375,56707700,5,27,0.064,none event,none event,none event,none event,none event,none event,,,-1.0,0.0,,,,,,,,,,,1,21.0
2021-05-28,396.8074951171875,58520200,5,28,none event,none event,none event,none event,none event,0.031,none event,,,,,,,,,,,1.0,1.0,,,1,22.0
2021-06-01,396.4580078125,54216600,6,1,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,23.0
2021-06-02,397.0814514160156,49097100,6,2,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,24.0
2021-06-03,395.6077575683594,58138800,6,3,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,25.0
2021-06-04,399.22589111328125,55938800,6,4,none event,559K,none event,none event,0.058,none event,none event,,,,,,,-1.0,1.0,-1.0,-1.0,,,,,1,26.0
2021-06-07,398.83856201171875,51555000,6,7,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,27.0
2021-06-08,398.9236145019531,47134300,6,8,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,28.0
2021-06-09,398.3284606933594,48436300,6,9,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,29.0
2021-06-10,400.1800231933594,51020100,6,10,none event,none event,0.05,none event,none event,none event,none event,1.0,1.0,,,,,,,,,,,,,1,30.0
2021-06-11,400.8412780761719,45570800,6,11,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,31.0
2021-06-14,401.7387390136719,42358500,6,14,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,32.0
2021-06-15,401.001953125,51508500,6,15,none event,none event,none event,0.066,none event,none event,none event,,,,,1.0,1.0,,,,,,,,,1,33.0
2021-06-16,398.7630310058594,80386100,6,16,none event,none event,none event,none event,none event,none event,0.0025,,,,,,,,,,,,,0.0,0.0,1,0.0
2021-06-17,398.6307678222656,90949700,6,17,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,1.0
2021-06-18,393.2530517578125,118676300,6,18,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,2.0
2021-06-21,398.8828125,72822000,6,21,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,3.0
2021-06-22,401.01531982421875,57700300,6,22,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,4.0
2021-06-23,400.5320129394531,49445400,6,23,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,5.0
2021-06-24,402.9013366699219,45110300,6,24,0.064,none event,none event,none event,none event,none event,none event,,,0.0,0.0,,,,,,,,,,,1,6.0
2021-06-25,404.33258056640625,58129500,6,25,none event,none event,none event,none event,none event,0.034,none event,,,,,,,,,,,0.0,1.0,,,1,7.0
2021-06-28,405.1476745605469,53159600,6,28,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,8.0
2021-06-29,405.3656311035156,35970500,6,29,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,9.0
2021-06-30,405.7068786621094,64827900,6,30,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,10.0
2021-07-01,407.95306396484375,53441000,7,1,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,11.0
2021-07-02,411.0713195800781,57697700,7,2,none event,850K,none event,none event,0.059,none event,none event,,,,,,,1.0,1.0,1.0,1.0,,,,,1,12.0
2021-07-06,410.3225402832031,68710400,7,6,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,13.0
2021-07-07,411.7726745605469,63549500,7,7,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,14.0
2021-07-08,408.41754150390625,97595200,7,8,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,15.0
2021-07-09,412.7773132324219,76238600,7,9,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,16.0
2021-07-12,414.255859375,52889600,7,12,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,17.0
2021-07-13,412.8436584472656,52911300,7,13,none event,none event,0.054,none event,none event,none event,none event,1.0,1.0,,,,,,,,,,,,,1,18.0
2021-07-14,413.459716796875,64130400,7,14,none event,none event,none event,0.073,none event,none event,none event,,,,,1.0,1.0,,,,,,,,,1,19.0
2021-07-15,412.04754638671875,55126400,7,15,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,20.0
2021-07-16,408.81561279296875,75874700,7,16,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,21.0
2021-07-19,402.7782287597656,147987000,7,19,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,22.0
2021-07-20,408.5502014160156,99608200,7,20,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,23.0
2021-07-21,411.85791015625,64724400,7,21,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,24.0
2021-07-22,412.72052001953125,47878500,7,22,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,25.0
2021-07-23,416.9665222167969,63766600,7,23,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,26.0
2021-07-26,417.9901123046875,43719200,7,26,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,27.0
2021-07-27,416.0851135253906,67397100,7,27,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,28.0
2021-07-28,415.9144592285156,52472400,7,28,none event,none event,none event,none event,none event,none event,0.0025,,,,,,,,,,,,,0.0,0.0,1,0.0
2021-07-29,417.6393737792969,47435300,7,29,0.065,none event,none event,none event,none event,none event,none event,,,-1.0,1.0,,,,,,,,,,,1,1.0
2021-07-30,415.61114501953125,68951200,7,30,none event,none event,none event,none event,none event,0.035,none event,,,,,,,,,,,-1.0,1.0,,,1,2.0
2021-08-02,414.7391662597656,58783300,8,2,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,3.0
2021-08-03,418.1132507324219,58053900,8,3,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,4.0
2021-08-04,416.0566101074219,46732200,8,4,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,5.0
2021-08-05,418.69146728515625,38969700,8,5,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,6.0
2021-08-06,419.3833312988281,46930000,8,6,none event,943K,none event,none event,0.054,none event,none event,,,,,,,1.0,1.0,-1.0,-1.0,,,,,1,7.0
2021-08-09,419.04217529296875,41222600,8,9,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,8.0
2021-08-10,419.56341552734375,43339300,8,10,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,9.0
2021-08-11,420.60595703125,44034300,8,11,none event,none event,0.054,none event,none event,none event,none event,1.0,0.0,,,,,,,,,,,,,1,10.0
2021-08-12,421.8664855957031,38909400,8,12,none event,none event,none event,0.078,none event,none event,none event,,,,,1.0,1.0,,,,,,,,,1,11.0
2021-08-13,422.63427734375,39470300,8,13,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,12.0
2021-08-16,423.62939453125,73740000,8,16,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,13.0
2021-08-17,420.8523864746094,92673900,8,17,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,14.0
2021-08-18,416.24615478515625,89351900,8,18,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,15.0
2021-08-19,416.8906555175781,92812200,8,19,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,16.0
2021-08-20,420.2078857421875,72008700,8,20,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,17.0
2021-08-23,423.90423583984375,54973000,8,23,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,18.0
2021-08-24,424.5771484375,38744700,8,24,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,19.0
2021-08-25,425.4681701660156,40529700,8,25,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,20.0
2021-08-26,422.9564514160156,57829600,8,26,0.066,none event,none event,none event,none event,none event,none event,,,-1.0,1.0,,,,,,,,,,,1,21.0
2021-08-27,426.73809814453125,77235100,8,27,none event,none event,none event,none event,none event,0.036,none event,,,,,,,,,,,0.0,0.0,,,1,22.0
2021-08-30,428.61474609375,48357400,8,30,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,23.0
2021-08-31,427.9796142578125,59300200,8,31,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,24.0
2021-09-01,428.2071228027344,48721400,9,1,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,25.0
2021-09-02,429.52459716796875,42501000,9,2,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,26.0
2021-09-03,429.4203186035156,47170500,9,3,none event,235K,none event,none event,0.052,none event,none event,,,,,,,-1.0,-1.0,0.0,-1.0,,,,,1,27.0
2021-09-07,427.8849182128906,51671500,9,7,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,28.0
2021-09-08,427.36358642578125,56181900,9,8,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,29.0
2021-09-09,425.534423828125,57970400,9,9,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,30.0
2021-09-10,422.1793212890625,89948200,9,10,none event,none event,none event,0.083,none event,none event,none event,,,,,1.0,1.0,,,,,,,,,1,31.0
2021-09-13,423.2596740722656,83738600,9,13,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,32.0
2021-09-14,420.97564697265625,78197100,9,14,none event,none event,0.053,none event,none event,none event,none event,0.0,-1.0,,,,,,,,,,,,,1,33.0
2021-09-15,424.4918518066406,78792200,9,15,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,34.0
2021-09-16,423.8190002441406,77786700,9,16,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,35.0
2021-09-17,419.69049072265625,118425000,9,17,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,36.0
2021-09-20,412.6925354003906,166445500,9,20,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,37.0
2021-09-21,412.3026428222656,92526100,9,21,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,38.0
2021-09-22,416.3245849609375,102350100,9,22,none event,none event,none event,none event,none event,none event,0.0025,,,,,,,,,,,,,0.0,0.0,1,0.0
2021-09-23,421.3829345703125,76396000,9,23,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,1.0
2021-09-24,422.07708740234375,62094800,9,24,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,2.0
2021-09-27,420.8695373535156,61371100,9,27,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,3.0
2021-09-28,412.3882141113281,130436300,9,28,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,4.0
2021-09-29,413.0823669433594,82329200,9,29,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,5.0
2021-09-30,408.0335388183594,140506000,9,30,0.067,none event,none event,none event,none event,none event,none event,,,1.0,1.0,,,,,,,,,,,1,6.0
2021-10-01,412.8826599121094,129240100,10,1,none event,none event,none event,none event,none event,0.036,none event,,,,,,,,,,,0.0,0.0,,,1,7.0
2021-10-04,407.5580749511719,128570000,10,4,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,8.0
2021-10-05,411.79876708984375,90682500,10,5,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,9.0
2021-10-06,413.5102233886719,113032200,10,6,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,10.0
2021-10-07,417.0852355957031,72437500,10,7,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,11.0
2021-10-08,416.3245849609375,74557400,10,8,none event,194K,none event,none event,0.048,none event,none event,,,,,,,-1.0,-1.0,-1.0,-1.0,,,,,1,12.0
2021-10-11,413.3105163574219,65233300,10,11,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,13.0
2021-10-12,412.2930908203125,71181200,10,12,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,14.0
2021-10-13,413.77642822265625,72974000,10,13,none event,none event,0.054,none event,none event,none event,none event,1.0,1.0,,,,,,,,,,,,,1,15.0
2021-10-14,420.7364196777344,70236800,10,14,none event,none event,none event,0.086,none event,none event,none event,,,,,-1.0,1.0,,,,,,,,,1,16.0
2021-10-15,423.940673828125,66260200,10,15,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,17.0
2021-10-18,425.19573974609375,62213200,10,18,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,18.0
2021-10-19,428.4761047363281,46996800,10,19,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,19.0
2021-10-20,430.1590270996094,49571600,10,20,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,20.0
2021-10-21,431.2809753417969,41305400,10,21,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,21.0
2021-10-22,430.8341064453125,58845100,10,22,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,22.0
2021-10-25,433.14453125,45214500,10,25,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,23.0
2021-10-26,433.53436279296875,56075100,10,26,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,24.0
2021-10-27,431.61376953125,72438000,10,27,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,25.0
2021-10-28,435.77838134765625,51437900,10,28,0.02,none event,none event,none event,none event,none event,none event,,,-1.0,-1.0,,,,,,,,,,,1,26.0
2021-10-29,436.6625671386719,70162400,10,29,none event,none event,none event,none event,none event,0.036,none event,,,,,,,,,,,-1.0,0.0,,,1,27.0
2021-11-01,437.4137268066406,48433600,11,1,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,28.0
2021-11-02,439.1822509765625,48908400,11,2,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,29.0
2021-11-03,441.8636169433594,52509800,11,3,none event,none event,none event,none event,none event,none event,0.0025,,,,,,,,,,,,,0.0,0.0,1,0.0
2021-11-04,443.9458312988281,52847100,11,4,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,1.0
2021-11-05,445.4861755371094,66390600,11,5,none event,531K,none event,none event,0.046,none event,none event,,,,,,,1.0,1.0,-1.0,-1.0,,,,,1,2.0
2021-11-08,445.8664855957031,50405200,11,8,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,3.0
2021-11-09,444.3927307128906,51149100,11,9,none event,none event,none event,0.086,none event,none event,none event,,,,,-1.0,0.0,,,,,,,,,1,4.0
2021-11-10,440.8176574707031,69429700,11,10,none event,none event,0.062,none event,none event,none event,none event,1.0,1.0,,,,,,,,,,,,,1,5.0
2021-11-11,440.96026611328125,34848500,11,11,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,6.0
2021-11-12,444.2881164550781,53466700,11,12,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,7.0
2021-11-15,444.4402160644531,46980500,11,15,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,8.0
2021-11-16,446.1993103027344,48857500,11,16,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,9.0
2021-11-17,445.1153259277344,47858300,11,17,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,10.0
2021-11-18,446.6271667480469,50625600,11,18,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,11.0
2021-11-19,445.82843017578125,57315600,11,19,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,12.0
2021-11-22,444.57342529296875,72762000,11,22,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,13.0
2021-11-23,445.1629333496094,73206500,11,23,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,14.0
2021-11-24,446.3514099121094,61858800,11,24,0.021,none event,none event,none event,none event,0.041,none event,,,-1.0,1.0,,,,,,,0.0,1.0,,,1,15.0
2021-11-26,436.3963317871094,112669600,11,26,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,16.0
2021-11-29,441.7494812011719,86268800,11,29,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,17.0
2021-11-30,433.154052734375,148559600,11,30,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,18.0
2021-12-01,428.343017578125,131939200,12,1,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,19.0
2021-12-02,434.903564453125,127637800,12,2,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,20.0
2021-12-03,431.1193542480469,137331600,12,3,none event,210K,none event,none event,0.042,none event,none event,,,,,,,-1.0,-1.0,-1.0,-1.0,,,,,1,21.0
2021-12-06,436.2251892089844,98977500,12,6,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,22.0
2021-12-07,445.2484130859375,95484700,12,7,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,23.0
2021-12-08,446.4275207519531,72238800,12,8,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,24.0
2021-12-09,443.4133605957031,61272600,12,9,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,25.0
2021-12-10,447.58746337890625,77159800,12,10,none event,none event,0.068,none event,none event,none event,none event,0.0,1.0,,,,,,,,,,,,,1,26.0
2021-12-13,443.62261962890625,87724700,12,13,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,27.0
2021-12-14,440.57049560546875,97264100,12,14,none event,none event,none event,0.096,none event,none event,none event,,,,,1.0,1.0,,,,,,,,,1,28.0
2021-12-15,447.4543762207031,116899300,12,15,none event,none event,none event,none event,none event,none event,0.0025,,,,,,,,,,,,,0.0,0.0,1,0.0
2021-12-16,443.5084533691406,116568600,12,16,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,1.0
2021-12-17,438.78826904296875,135511600,12,17,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,2.0
2021-12-20,434.1224365234375,107134800,12,20,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,3.0
2021-12-21,441.8320617675781,69806300,12,21,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,4.0
2021-12-22,446.249755859375,58890200,12,22,0.023,none event,none event,none event,none event,none event,none event,,,1.0,1.0,,,,,,,,,,,1,5.0
2021-12-23,449.0263671875,56439700,12,23,none event,none event,none event,none event,none event,0.047,none event,,,,,,,,,,,1.0,1.0,,,1,6.0
2021-12-27,455.3810729980469,56808600,12,27,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,7.0
2021-12-28,455.0089111328125,47274600,12,28,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,8.0
2021-12-29,455.59100341796875,54503000,12,29,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,9.0
2021-12-30,454.33148193359375,55329000,12,30,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,10.0
2021-12-31,453.1865539550781,65237400,12,31,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,11.0
2022-01-03,455.8104553222656,72668200,1,3,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,12.0
2022-01-04,455.65765380859375,71178700,1,4,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,13.0
2022-01-05,446.90814208984375,104538900,1,5,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,14.0
2022-01-06,446.48828125,86858900,1,6,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,15.0
2022-01-07,444.72314453125,85111600,1,7,none event,199K,none event,none event,0.039,none event,none event,,,,,,,-1.0,-1.0,-1.0,-1.0,,,,,1,16.0
2022-01-10,444.169677734375,119362000,1,10,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,17.0
2022-01-11,448.21533203125,74303100,1,11,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,18.0
2022-01-12,449.4270935058594,67605400,1,12,none event,none event,0.07,none event,none event,none event,none event,0.0,1.0,,,,,,,,,,,,,1,19.0
2022-01-13,443.234619140625,91173100,1,13,none event,none event,none event,0.097,none event,none event,none event,,,,,-1.0,-1.0,,,,,,,,,1,20.0
2022-01-14,443.4159851074219,95890900,1,14,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,21.0
2022-01-18,435.563232421875,109709100,1,18,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,22.0
2022-01-19,431.0404968261719,109357600,1,19,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,23.0
2022-01-20,426.269775390625,122379700,1,20,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,24.0
2022-01-21,417.9017639160156,202271200,1,21,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,25.0
2022-01-24,419.676513671875,251783900,1,24,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,26.0
2022-01-25,414.55267333984375,167997300,1,25,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,27.0
2022-01-26,413.51263427734375,186391100,1,26,none event,none event,none event,none event,none event,none event,0.0025,,,,,,,,,,,,,0.0,0.0,1,0.0
2022-01-27,411.4707336425781,149878300,1,27,0.069,none event,none event,none event,none event,none event,none event,,,1.0,1.0,,,,,,,,,,,1,1.0
2022-01-28,421.6897888183594,164457400,1,28,none event,none event,none event,none event,none event,0.049,none event,,,,,,,,,,,1.0,1.0,,,1,2.0
