ds,SPY_Close,SPY_Volume,month,day,Actual_GDP,Actual_nonfarm,Actual_CPI,Actual_PPI,Actual_unemployment rate,Actual_core_PCE,Actual_FOMC,CPI_vs_forecast,CPI_vs_previous,GDP_vs_forecast,GDP_vs_previous,PPI_vs_forecast,PPI_vs_previous,nonfarm_vs_forecast,nonfarm_vs_previous,unemployment rate_vs_forecast,unemployment rate_vs_previous,core_PCE_vs_forecast,core_PCE_vs_previous,FOMC_vs_forecast,FOMC_vs_previous,is_event,days_since_fomc
2023-06-21,424.9159240722656,76982300,6,21,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,4.0
2023-06-22,426.44976806640625,70637200,6,22,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,5.0
2023-06-23,423.2257385253906,92074500,6,23,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,6.0
2023-06-26,421.49658203125,72823600,6,26,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,7.0
2023-06-27,426.11761474609375,72813700,6,27,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,8.0
2023-06-28,426.3325500488281,75636000,6,28,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,9.0
2023-06-29,428.0128173828125,67882300,6,29,0.02,none event,none event,none event,none event,none event,none event,,,1.0,-1.0,,,,,,,,,,,1,10.0
2023-06-30,433.0636901855469,104921500,6,30,none event,none event,none event,none event,none event,0.046,none event,,,,,,,,,,,-1.0,-1.0,,,1,11.0
2023-07-03,433.56195068359375,32793400,7,3,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,12.0
2023-07-05,432.91717529296875,58418400,7,5,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,13.0
2023-07-06,429.5271301269531,80658300,7,6,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,14.0
2023-07-07,428.4427490234375,86076100,7,7,none event,209K,none event,none event,0.036,none event,none event,,,,,,,-1.0,-1.0,0.0,-1.0,,,,,1,15.0
2023-07-10,429.5271301269531,62443500,7,10,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,16.0
2023-07-11,432.2625732421875,64463800,7,11,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,17.0
2023-07-12,435.7405700683594,91924500,7,12,none event,none event,0.03,none event,none event,none event,none event,-1.0,-1.0,,,,,,,,,,,,,1,18.0
2023-07-13,439.1990051269531,72425200,7,13,none event,none event,none event,0.001,none event,none event,none event,,,,,-1.0,-1.0,,,,,,,,,1,19.0
2023-07-14,438.9254455566406,69761800,7,14,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,20.0
2023-07-17,440.4494934082031,52680200,7,17,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,21.0
2023-07-18,443.7222900390625,80744400,7,18,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,22.0
2023-07-19,444.7090148925781,65891700,7,19,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,23.0
2023-07-20,441.758544921875,70591600,7,20,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,24.0
2023-07-21,441.758544921875,71245400,7,21,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,25.0
2023-07-24,443.7320861816406,54023400,7,24,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,26.0
2023-07-25,444.9434509277344,55191200,7,25,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,27.0
2023-07-26,445.0118408203125,71052900,7,26,none event,none event,none event,none event,none event,none event,0.055,,,,,,,,,,,,,0.0,1.0,1,0.0
2023-07-27,442.06146240234375,92194400,7,27,0.024,none event,none event,none event,none event,none event,none event,,,1.0,1.0,,,,,,,,,,,1,1.0
2023-07-28,446.3893737792969,80011800,7,28,none event,none event,none event,none event,none event,0.041,none event,,,,,,,,,,,-1.0,-1.0,,,1,2.0
2023-07-31,447.23931884765625,62040400,7,31,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,3.0
2023-08-01,445.9595031738281,55291500,8,1,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,4.0
2023-08-02,439.755859375,93933400,8,2,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,5.0
2023-08-03,438.49554443359375,64276100,8,3,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,6.0
2023-08-04,436.51239013671875,100052300,8,4,none event,187K,none event,none event,0.035,none event,none event,,,,,,,-1.0,1.0,-1.0,-1.0,,,,,1,7.0
2023-08-07,440.3224792480469,58357500,8,7,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,8.0
2023-08-08,438.4076843261719,71361300,8,8,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,9.0
2023-08-09,435.476806640625,78789600,8,9,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,10.0
2023-08-10,435.63311767578125,93005500,8,10,none event,none event,0.032,none event,none event,none event,none event,-1.0,1.0,,,,,,,,,,,,,1,11.0
2023-08-11,435.37908935546875,68664600,8,11,none event,none event,none event,0.008,none event,none event,none event,,,,,1.0,1.0,,,,,,,,,1,12.0
2023-08-14,437.7823791503906,47867400,8,14,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,13.0
2023-08-15,432.6827392578125,75707500,8,15,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,14.0
2023-08-16,429.50762939453125,80107200,8,16,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,15.0
2023-08-17,426.2348327636719,95711300,8,17,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,16.0
2023-08-18,426.4399719238281,98758400,8,18,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,17.0
2023-08-21,429.21453857421875,68719000,8,21,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,18.0
2023-08-22,428.0519714355469,65062900,8,22,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,19.0
2023-08-23,432.8194580078125,68441000,8,23,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,20.0
2023-08-24,426.82098388671875,88517300,8,24,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,21.0
2023-08-25,429.8299865722656,102325100,8,25,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,22.0
2023-08-28,432.5556945800781,61595400,8,28,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,23.0
2023-08-29,438.8082275390625,83081900,8,29,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,24.0
2023-08-30,440.6155090332031,69053900,8,30,0.021,none event,none event,none event,none event,none event,none event,,,-1.0,1.0,,,,,,,,,,,1,25.0
2023-08-31,439.9707336425781,66084600,8,31,none event,none event,none event,none event,none event,0.042,none event,,,,,,,,,,,0.0,1.0,,,1,26.0
2023-09-01,440.79144287109375,58875700,9,1,none event,187K,none event,none event,0.038,none event,none event,,,,,,,1.0,1.0,1.0,1.0,,,,,1,27.0
2023-09-05,438.8863220214844,55166200,9,5,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,28.0
2023-09-06,435.9359436035156,70758500,9,6,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,29.0
2023-09-07,434.5975341796875,70355400,9,7,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,30.0
2023-09-08,435.2521057128906,61659700,9,8,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,31.0
2023-09-11,438.11456298828125,60180100,9,11,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,32.0
2023-09-12,435.71124267578125,67565400,9,12,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,33.0
2023-09-13,436.2193298339844,60199300,9,13,none event,none event,0.037,none event,none event,none event,none event,1.0,1.0,,,,,,,,,,,,,1,34.0
2023-09-14,439.9804992675781,83430800,9,14,none event,none event,none event,0.016,none event,none event,none event,,,,,1.0,1.0,,,,,,,,,1,35.0
2023-09-15,434.67950439453125,111761400,9,15,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,36.0
2023-09-18,434.9344177246094,55752200,9,18,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,37.0
2023-09-19,434.0324401855469,66514600,9,19,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,38.0
2023-09-20,430.0422668457031,82562600,9,20,none event,none event,none event,none event,none event,none event,0.055,,,,,,,,,,,,,0.0,0.0,1,0.0
2023-09-21,422.934326171875,103976100,9,21,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,1.0
2023-09-22,421.9833679199219,100829700,9,22,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,2.0
2023-09-25,423.75787353515625,70874500,9,25,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,3.0
2023-09-26,417.5323486328125,96168400,9,26,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,4.0
2023-09-27,417.6990051269531,104705800,9,27,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,5.0
2023-09-28,420.1205749511719,92258300,9,28,0.021,none event,none event,none event,none event,none event,none event,,,0.0,1.0,,,,,,,,,,,1,6.0
2023-09-29,419.1009826660156,115078500,9,29,none event,none event,none event,none event,none event,0.039,none event,,,,,,,,,,,0.0,-1.0,,,1,7.0
2023-10-02,418.9342956542969,83798600,10,2,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,8.0
2023-10-03,413.3264465332031,103760600,10,3,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,9.0
2023-10-04,416.33624267578125,87453000,10,4,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,10.0
2023-10-05,416.1793518066406,70142700,10,5,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,11.0
2023-10-06,421.1205749511719,113202700,10,6,none event,336K,none event,none event,0.038,none event,none event,,,,,,,1.0,1.0,1.0,0.0,,,,,1,12.0
2023-10-09,423.8166809082031,80374400,10,9,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,13.0
2023-10-10,426.0225830078125,78607300,10,10,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,14.0
2023-10-11,427.7677001953125,62451700,10,11,none event,none event,none event,0.022,none event,none event,none event,,,,,1.0,1.0,,,,,,,,,1,15.0
2023-10-12,425.15985107421875,81154200,10,12,none event,none event,0.037,none event,none event,none event,none event,1.0,0.0,,,,,,,,,,,,,1,16.0
2023-10-13,423.04217529296875,95143100,10,13,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,17.0
2023-10-16,427.4931945800781,75433200,10,16,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,18.0
2023-10-17,427.47357177734375,75324700,10,17,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,19.0
2023-10-18,421.7774658203125,93559800,10,18,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,20.0
2023-10-19,418.071533203125,121323000,10,19,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,21.0
2023-10-20,412.9342956542969,123845800,10,20,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,22.0
2023-10-23,412.218505859375,92035100,10,23,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,23.0
2023-10-24,415.3264465332031,78564200,10,24,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,24.0
2023-10-25,409.3656005859375,94223200,10,25,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,25.0
2023-10-26,404.46356201171875,115156800,10,26,0.049,none event,none event,none event,none event,none event,none event,,,1.0,1.0,,,,,,,,,,,1,26.0
2023-10-27,402.6302490234375,107367700,10,27,none event,none event,none event,none event,none event,0.037,none event,,,,,,,,,,,0.0,-1.0,,,1,27.0
2023-10-30,407.4440612792969,86562700,10,30,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,28.0
2023-10-31,410.0028076171875,79665200,10,31,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,29.0
2023-11-01,414.37542724609375,98068100,11,1,none event,none event,none event,none event,none event,none event,0.055,,,,,,,,,,,,,0.0,0.0,1,0.0
2023-11-02,422.3166809082031,94938900,11,2,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,1.0
2023-11-03,426.169677734375,100110800,11,3,none event,150K,none event,none event,0.039,none event,none event,,,,,,,-1.0,-1.0,1.0,1.0,,,,,1,2.0
2023-11-06,427.1500244140625,67831700,11,6,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,3.0
2023-11-07,428.3657531738281,64256100,11,7,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,4.0
2023-11-08,428.6794738769531,61746000,11,8,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,5.0
2023-11-09,425.3363037109375,83174400,11,9,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,6.0
2023-11-10,431.9736022949219,89462200,11,10,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,7.0
2023-11-13,431.5618591308594,52236100,11,13,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,8.0
2023-11-14,439.9344787597656,97176900,11,14,none event,none event,0.032,none event,none event,none event,none event,-1.0,-1.0,,,,,,,,,,,,,1,9.0
2023-11-15,440.8658142089844,77327600,11,15,none event,none event,none event,0.013,none event,none event,none event,,,,,-1.0,-1.0,,,,,,,,,1,10.0
2023-11-16,441.405029296875,66665800,11,16,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,11.0
2023-11-17,441.9540710449219,83133200,11,17,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,12.0
2023-11-20,445.3560485839844,69936200,11,20,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,13.0
2023-11-21,444.385498046875,49244600,11,21,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,14.0
2023-11-22,446.1011657714844,59394900,11,22,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,15.0
2023-11-24,446.3756408691406,29737400,11,24,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,16.0
2023-11-27,445.5717468261719,50506000,11,27,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,17.0
2023-11-28,446.0129089355469,62115000,11,28,none event,none event,none event,none event,none event,none event,none event,,,,,,,,,,,,,,,0,18.0
