ds,SPY_Close,SPY_Volume,event
2025-01-28,602.7069702148438,44433300,none event
2025-01-29,600.0050659179688,37177400,none event
2025-01-30,603.225341796875,39281300,none event
2025-01-31,600.0150146484375,66671500,none event
2025-02-03,595.9771728515625,65857200,none event
2025-02-04,599.9751586914062,33457800,none event
2025-02-05,602.4077758789062,30653100,none event
2025-02-06,604.5015258789062,35771500,none event
2025-02-07,598.9682006835938,50788500,none event
2025-02-10,603.035888671875,26048700,none event
2025-02-11,603.4945678710938,30056700,none event
2025-02-12,601.5504150390625,45076100,none event
2025-02-13,607.9013061523438,40921300,none event
2025-02-14,607.8713989257812,26910400,none event
2025-02-18,609.656005859375,26749000,none event
2025-02-19,611.0916748046875,31011100,none event
2025-02-20,608.5493774414062,36554000,none event
2025-02-21,598.1406860351562,76519800,none event
2025-02-24,595.4188842773438,50737200,none event
2025-02-25,592.457763671875,58266500,none event
2025-02-26,592.7568359375,43321600,none event
2025-02-27,583.2952880859375,74196700,none event
2025-02-28,592.39794921875,88744100,none event
2025-03-03,582.0191650390625,74249200,none event
2025-03-04,575.1298828125,109648200,none event
2025-03-05,581.311279296875,71230500,none event
2025-03-06,570.9923706054688,80094900,none event
2025-03-07,574.1926879882812,81158800,none event
2025-03-10,558.8987426757812,99326600,none event
2025-03-11,554.252685546875,88102100,none event
2025-03-12,557.19384765625,69588200,none event
2025-03-13,549.7661743164062,74079400,none event
2025-03-14,561.1220092773438,62660300,none event
2025-03-17,565.4490356445312,49008700,none event
2025-03-18,559.33740234375,66041400,none event
2025-03-19,565.4290771484375,66556000,none event
2025-03-20,563.7940063476562,62958200,none event
2025-03-21,563.97998046875,83763000,none event
2025-03-24,574.0800170898438,58766800,none event
2025-03-25,575.4600219726562,38355700,none event
2025-03-26,568.5900268554688,51848300,none event
2025-03-27,567.0800170898438,42164200,none event
2025-03-28,555.6599731445312,71662700,none event
