ds,SPY_Close,SPY_Volume,event
2020-06-03,290.2584228515625,92567600,none event
2020-06-04,289.4960632324219,75794400,none event
2020-06-05,296.9156188964844,150524700,nonfarm payroll
2020-06-08,300.50469970703125,73641200,none event
2020-06-09,298.263916015625,77479200,none event
2020-06-10,296.599609375,95000800,interest rate decision
2020-06-11,279.50091552734375,209243600,PPI
2020-06-12,282.8480529785156,194678900,none event
2020-06-15,285.48870849609375,135782700,none event
2020-06-16,290.9836730957031,137627500,none event
2020-06-17,289.7750244140625,83398900,none event
2020-06-18,289.8865966796875,80828700,none event
2020-06-19,288.22991943359375,135549600,none event
2020-06-22,290.07891845703125,74649400,none event
2020-06-23,291.41436767578125,68471200,none event
2020-06-24,283.98077392578125,132813500,none event
2020-06-25,287.02520751953125,89468000,none event
2020-06-26,280.20794677734375,127961000,none event
2020-06-29,284.32635498046875,79773300,none event
2020-06-30,287.9683837890625,113394800,none event
2020-07-01,289.9855651855469,72396500,ISM
2020-07-02,291.5825500488281,69344200,nonfarm payroll
2020-07-06,296.08367919921875,61713800,none event
2020-07-07,293.0299987792969,82910000,none event
2020-07-08,295.2713317871094,54638600,none event
2020-07-09,293.5903015136719,83354200,none event
2020-07-10,296.5880126953125,57550400,PPI
2020-07-13,294.0198669433594,102997500,none event
2020-07-14,297.8300476074219,93657000,none event
2020-07-15,300.5662841796875,87196500,none event
2020-07-16,299.5764465332031,54622500,none event
2020-07-17,300.4449462890625,62774900,none event
2020-07-20,302.8729248046875,56308800,none event
2020-07-21,303.517333984375,57292200,none event
2020-07-22,305.2449645996094,57792900,none event
2020-07-23,301.6029052734375,75738000,none event
2020-07-24,299.6604919433594,73766600,none event
2020-07-27,301.845703125,48293000,none event
2020-07-28,299.9313049316406,57495000,none event
2020-07-29,303.6200866699219,48454200,interest rate decision
2020-07-30,302.53680419921875,61861700,none event
2020-07-31,304.927490234375,84986800,none event
2020-08-03,307.04736328125,53077900,ISM
2020-08-04,308.23333740234375,41917900,none event
2020-08-05,310.1478271484375,42697700,none event
2020-08-06,312.22100830078125,43679400,none event
2020-08-07,312.44512939453125,57308300,nonfarm payroll
2020-08-10,313.3790588378906,44282100,none event
2020-08-11,310.79217529296875,69601100,PPI
2020-08-12,315.1253356933594,53774400,none event
2020-08-13,314.5556640625,41816100,none event
2020-08-14,314.5649719238281,47260400,none event
2020-08-17,315.5643310546875,35481000,none event
2020-08-18,316.24603271484375,38733900,none event
2020-08-19,314.92926025390625,68054200,none event
2020-08-20,315.9098205566406,42207800,none event
2020-08-21,317.0304260253906,55106600,none event
2020-08-24,320.2429504394531,48588700,none event
2020-08-25,321.3636779785156,38463400,none event
2020-08-26,324.5854797363281,50790200,none event
2020-08-27,325.2951354980469,58034100,none event
2020-08-28,327.39642333984375,48588900,none event
2020-08-31,326.2104797363281,66099200,none event
2020-09-01,329.2828674316406,54908700,ISM
2020-09-02,334.0455627441406,69540000,none event
2020-09-03,322.54974365234375,148011100,none event
2020-09-04,319.9161376953125,139156300,nonfarm payroll
2020-09-08,311.175048828125,114465300,none event
2020-09-09,317.3199768066406,91462300,none event
2020-09-10,311.8101806640625,90569500,PPI
2020-09-11,311.9689025878906,84680200,none event
2020-09-14,316.0778503417969,65605700,none event
2020-09-15,317.67486572265625,52920900,none event
2020-09-16,316.4140930175781,82096000,interest rate decision
2020-09-17,313.6312255859375,91523300,none event
2020-09-18,310.0203552246094,105877900,none event
2020-09-21,306.57000732421875,99450800,none event
2020-09-22,309.6922912597656,63612100,none event
2020-09-23,302.5101623535156,93112200,none event
2020-09-24,303.3165283203125,76681300,none event
2020-09-25,308.22027587890625,71069400,none event
2020-09-28,313.339599609375,64584600,none event
2020-09-29,311.633056640625,51304000,none event
2020-09-30,313.99591064453125,104081100,none event
2020-10-01,316.01171875,88698700,ISM
2020-10-02,313.0113830566406,89431100,nonfarm payroll
2020-10-05,318.56201171875,45713100,none event
2020-10-06,314.0333557128906,90128900,none event
2020-10-07,319.4997253417969,56999600,none event
2020-10-08,322.33123779296875,45242500,none event
2020-10-09,325.2097473144531,59528600,PPI
2020-10-12,330.4415588378906,80388500,none event
2020-10-13,328.28509521484375,73255500,none event
2020-10-14,326.2222900390625,57727900,none event
2020-10-15,325.8191223144531,60357700,none event
2020-10-16,325.6222229003906,89501900,none event
2020-10-19,320.67169189453125,68425600,none event
2020-10-20,321.9562072753906,60051900,none event
2020-10-21,321.3467102050781,63575000,none event
2020-10-22,323.1094665527344,55399300,none event
2020-10-23,324.20648193359375,49143900,none event
2020-10-26,318.2151794433594,91473000,none event
2020-10-27,317.1181640625,65994100,none event
2020-10-28,306.2793884277344,127094300,interest rate decision
2020-10-29,309.39215087890625,90597700,none event
2020-10-30,306.1668701171875,120287300,none event
2020-11-02,309.5985412597656,86068300,none event
2020-11-03,315.0648193359375,93294200,none event
2020-11-04,322.106201171875,126959700,none event
2020-11-05,328.3881530761719,82039700,none event
2020-11-06,328.31317138671875,74973000,none event
2020-11-09,332.43865966796875,172304200,none event
2020-11-10,331.95111083984375,85552000,none event
2020-11-11,334.41705322265625,58649000,none event
2020-11-12,331.1728515625,67546200,none event
2020-11-13,335.7578125,62892200,none event
2020-11-16,339.9488830566406,74541100,none event
2020-11-17,338.1205139160156,66111000,none event
2020-11-18,334.0513610839844,70591300,none event
2020-11-19,335.4577941894531,59940900,none event
2020-11-20,333.16064453125,70417300,none event
2020-11-23,335.1576843261719,63230600,none event
2020-11-24,340.55841064453125,62415900,none event
2020-11-25,340.0333251953125,45330900,none event
2020-11-27,340.9803161621094,28514100,none event
2020-11-30,339.470703125,83872700,none event
2020-12-01,343.18365478515625,74231400,none event
2020-12-02,343.9056091308594,45927000,none event
2020-12-03,343.8118591308594,62882000,none event
2020-12-04,346.77471923828125,50749900,none event
2020-12-07,346.0621337890625,48944300,none event
2020-12-08,347.07476806640625,42458900,none event
2020-12-09,343.9618835449219,74098300,none event
2020-12-10,343.849365234375,57735400,none event
2020-12-11,343.4461975097656,57698600,none event
2020-12-14,341.90850830078125,69216200,none event
2020-12-15,346.53094482421875,63865300,none event
2020-12-16,347.07476806640625,58420500,none event
2020-12-17,349.0154724121094,64119500,none event
2020-12-18,347.62200927734375,136542300,none event
2020-12-21,346.3790283203125,96386700,none event
2020-12-22,345.7953186035156,47949000,none event
2020-12-23,346.1060485839844,46201400,none event
2020-12-24,347.4525146484375,26457900,none event
2020-12-28,350.4374694824219,39000400,none event
2020-12-29,349.768798828125,53680500,none event
2020-12-30,350.2679138183594,49455300,none event
2020-12-31,352.0475769042969,78520700,none event
2021-01-04,347.2547912597656,110210800,none event
2021-01-05,349.646484375,66426200,none event
2021-01-06,351.73681640625,107997700,none event
2021-01-07,356.9627380371094,68766800,none event
2021-01-08,358.99664306640625,71677200,none event
2021-01-11,356.5766906738281,51034700,none event
2021-01-12,356.6519775390625,52547700,none event
2021-01-13,357.6124267578125,45303600,none event
2021-01-14,356.3600769042969,49989100,none event
2021-01-15,353.7613220214844,107160000,none event
2021-01-19,356.5390319824219,51233300,none event
2021-01-20,361.47308349609375,61836100,none event
2021-01-21,361.8026123046875,47840100,none event
2021-01-22,360.52191162109375,52860500,none event
2021-01-25,361.9438781738281,70402000,none event
2021-01-26,361.37884521484375,42665300,none event
2021-01-27,352.5466003417969,123351100,none event
2021-01-28,355.57861328125,94198100,none event
2021-01-29,348.4600524902344,126765100,none event
2021-02-01,354.2603759765625,75817600,none event
2021-02-02,359.2696533203125,64450700,none event
2021-02-03,359.55218505859375,52427100,none event
2021-02-04,363.6387023925781,47142600,none event
2021-02-05,365.06988525390625,48669800,none event
2021-02-08,367.7064514160156,38365200,none event
2021-02-09,367.4615783691406,35551100,none event
2021-02-10,367.301513671875,59154400,none event
2021-02-11,367.89483642578125,42913300,none event
2021-02-12,369.71209716796875,50593300,none event
2021-02-16,369.39190673828125,50972400,none event
2021-02-17,369.4766845703125,52290600,none event
2021-02-18,367.9041748046875,59712800,none event
2021-02-19,367.2544860839844,83241000,none event
2021-02-22,364.4296875,67414200,none event
2021-02-23,364.87225341796875,107284100,none event
2021-02-24,368.8928527832031,72433900,none event
2021-02-25,360.0041809082031,146670500,none event
2021-02-26,358.1491394042969,152701600,none event
2021-03-01,366.83074951171875,105348800,none event
2021-03-02,363.96826171875,79595300,none event
2021-03-03,359.1472473144531,119940200,none event
2021-03-04,354.702880859375,183433000,none event
2021-03-05,361.2282409667969,152039600,none event
2021-03-08,359.4297180175781,123149200,none event
2021-03-09,364.5615539550781,113633600,none event
2021-03-10,366.83074951171875,109899400,none event
2021-03-11,370.5501403808594,86245000,none event
2021-03-12,371.0491638183594,64653600,none event
2021-03-15,373.26190185546875,73427200,none event
2021-03-16,372.79119873046875,73722500,none event
2021-03-17,374.06231689453125,97959300,none event
2021-03-18,368.61981201171875,115349100,none event
2021-03-19,367.9377746582031,113624500,none event
2021-03-22,370.8757629394531,73778600,none event
2021-03-23,367.9566955566406,90686600,none event
2021-03-24,366.0862121582031,97588600,none event
2021-03-25,368.1455993652344,116128600,none event
2021-03-26,374.0782165527344,114409100,none event
2021-03-29,373.8892822265625,108107600,none event
2021-03-30,372.8974304199219,76262200,none event
2021-03-31,374.40887451171875,112734200,none event
2021-04-01,378.45208740234375,99682900,none event
2021-04-05,383.88409423828125,91684800,none event
2021-04-06,383.6574401855469,62021000,none event
2021-04-07,384.1014099121094,55836300,none event
2021-04-08,385.9245910644531,57863100,none event
2021-04-09,388.7303466796875,61104600,none event
2021-04-12,388.87213134765625,56704900,none event
2021-04-13,390.02459716796875,56551000,none event
2021-04-14,388.6925964355469,61659900,none event
2021-04-15,392.8681335449219,60229800,none event
2021-04-16,394.1812438964844,82037300,none event
2021-04-19,392.2446594238281,78498500,none event
2021-04-20,389.3727722167969,81851800,none event
2021-04-21,393.0570068359375,66793000,none event
2021-04-22,389.4672546386719,97582800,none event
2021-04-23,393.69000244140625,73209200,none event
2021-04-26,394.5118408203125,52182400,none event
2021-04-27,394.4268493652344,51303100,none event
2021-04-28,394.3135070800781,51238900,none event
2021-04-29,396.8263854980469,78544300,none event
2021-04-30,394.2190246582031,85527000,none event
2021-05-03,395.06927490234375,68128300,none event
2021-05-04,392.63201904296875,101591200,none event
2021-05-05,392.7547302246094,60162200,none event
2021-05-06,395.8911437988281,74321400,none event
2021-05-07,398.7724304199219,67733800,none event
2021-05-10,394.8236083984375,81852400,none event
2021-05-11,391.2999267578125,116888000,none event
2021-05-12,382.9866638183594,134811000,none event
2021-05-13,387.5872802734375,106394000,none event
2021-05-14,393.5387878417969,82201600,none event
2021-05-17,392.5374755859375,65129200,none event
2021-05-18,389.155517578125,59810200,none event
2021-05-19,388.1352844238281,106467100,none event
2021-05-20,392.3107604980469,78022200,none event
2021-05-21,391.98956298828125,76578700,none event
2021-05-24,395.985595703125,51376700,none event
2021-05-25,395.10699462890625,57451400,none event
2021-05-26,395.8911437988281,43088600,none event
2021-05-27,396.09893798828125,56707700,none event
2021-05-28,396.8074951171875,58520200,none event
2021-06-01,396.45794677734375,54216600,none event
2021-06-02,397.0813903808594,49097100,none event
2021-06-03,395.6076965332031,58138800,none event
2021-06-04,399.2259216308594,55938800,none event
2021-06-07,398.8385925292969,51555000,none event
2021-06-08,398.9235534667969,47134300,none event
2021-06-09,398.328369140625,48436300,none event
2021-06-10,400.1800231933594,51020100,none event
2021-06-11,400.8412780761719,45570800,none event
2021-06-14,401.7387390136719,42358500,none event
2021-06-15,401.0019226074219,51508500,none event
2021-06-16,398.76300048828125,80386100,none event
2021-06-17,398.6307067871094,90949700,none event
2021-06-18,393.2530212402344,118676300,none event
2021-06-21,398.8828430175781,72822000,none event
2021-06-22,401.01531982421875,57700300,none event
2021-06-23,400.531982421875,49445400,none event
2021-06-24,402.9014587402344,45110300,none event
2021-06-25,404.33258056640625,58129500,none event
2021-06-28,405.1476745605469,53159600,none event
2021-06-29,405.3657531738281,35970500,none event
2021-06-30,405.70684814453125,64827900,none event
2021-07-01,407.953125,53441000,none event
2021-07-02,411.0712890625,57697700,none event
2021-07-06,410.322509765625,68710400,none event
2021-07-07,411.77264404296875,63549500,none event
2021-07-08,408.4175720214844,97595200,none event
2021-07-09,412.7773132324219,76238600,none event
2021-07-12,414.2558288574219,52889600,none event
2021-07-13,412.8436279296875,52911300,none event
2021-07-14,413.4596862792969,64130400,none event
2021-07-15,412.0475158691406,55126400,none event
2021-07-16,408.8155517578125,75874700,none event
2021-07-19,402.7781982421875,147987000,none event
2021-07-20,408.55023193359375,99608200,none event
2021-07-21,411.8579406738281,64724400,none event
2021-07-22,412.720458984375,47878500,none event
2021-07-23,416.9664611816406,63766600,none event
2021-07-26,417.9900817871094,43719200,none event
2021-07-27,416.0849914550781,67397100,none event
2021-07-28,415.9144592285156,52472400,none event
2021-07-29,417.6394348144531,47435300,none event
2021-07-30,415.61114501953125,68951200,none event
2021-08-02,414.7391662597656,58783300,none event
2021-08-03,418.11328125,58053900,none event
2021-08-04,416.056640625,46732200,none event
2021-08-05,418.69146728515625,38969700,none event
2021-08-06,419.38336181640625,46930000,none event
2021-08-09,419.04217529296875,41222600,none event
2021-08-10,419.5634460449219,43339300,none event
2021-08-11,420.6059875488281,44034300,none event
2021-08-12,421.86651611328125,38909400,none event
2021-08-13,422.63421630859375,39470300,none event
2021-08-16,423.62939453125,73740000,none event
2021-08-17,420.8524475097656,92673900,none event
2021-08-18,416.24615478515625,89351900,none event
2021-08-19,416.8905944824219,92812200,none event
2021-08-20,420.2079772949219,72008700,none event
2021-08-23,423.9042663574219,54973000,none event
2021-08-24,424.5771179199219,38744700,none event
2021-08-25,425.4681091308594,40529700,none event
2021-08-26,422.95648193359375,57829600,none event
2021-08-27,426.7381286621094,77235100,none event
2021-08-30,428.61468505859375,48357400,none event
2021-08-31,427.9796447753906,59300200,none event
2021-09-01,428.2071533203125,48721400,none event
2021-09-02,429.5245666503906,42501000,none event
2021-09-03,429.42034912109375,47170500,none event
2021-09-07,427.8848571777344,51671500,none event
2021-09-08,427.3636779785156,56181900,none event
2021-09-09,425.53448486328125,57970400,none event
2021-09-10,422.1793518066406,89948200,none event
2021-09-13,423.2597351074219,83738600,none event
2021-09-14,420.9756164550781,78197100,none event
2021-09-15,424.491943359375,78792200,none event
2021-09-16,423.8189697265625,77786700,none event
2021-09-17,419.6904296875,118425000,none event
2021-09-20,412.6925354003906,166445500,none event
2021-09-21,412.3027038574219,92526100,none event
2021-09-22,416.3245849609375,102350100,none event
2021-09-23,421.3829650878906,76396000,none event
2021-09-24,422.07708740234375,62094800,none event
2021-09-27,420.8695983886719,61371100,none event
2021-09-28,412.3882141113281,130436300,none event
2021-09-29,413.082275390625,82329200,none event
2021-09-30,408.03350830078125,140506000,none event
2021-10-01,412.8826599121094,129240100,none event
2021-10-04,407.5580749511719,128570000,none event
2021-10-05,411.7986755371094,90682500,none event
2021-10-06,413.51025390625,113032200,none event
2021-10-07,417.08526611328125,72437500,none event
2021-10-08,416.3245849609375,74557400,none event
2021-10-11,413.310546875,65233300,none event
2021-10-12,412.2931823730469,71181200,none event
2021-10-13,413.7764587402344,72974000,none event
2021-10-14,420.7364196777344,70236800,none event
2021-10-15,423.94061279296875,66260200,none event
2021-10-18,425.19573974609375,62213200,none event
2021-10-19,428.47613525390625,46996800,none event
2021-10-20,430.15899658203125,49571600,none event
2021-10-21,431.28094482421875,41305400,none event
2021-10-22,430.8341064453125,58845100,none event
2021-10-25,433.14453125,45214500,none event
2021-10-26,433.534423828125,56075100,none event
2021-10-27,431.61376953125,72438000,none event
2021-10-28,435.7783203125,51437900,none event
2021-10-29,436.6625061035156,70162400,none event
2021-11-01,437.4136962890625,48433600,none event
2021-11-02,439.1822204589844,48908400,none event
2021-11-03,441.86358642578125,52509800,none event
2021-11-04,443.94586181640625,52847100,none event
2021-11-05,445.4861755371094,66390600,none event
2021-11-08,445.8664245605469,50405200,none event
2021-11-09,444.3927307128906,51149100,none event
2021-11-10,440.817626953125,69429700,none event
2021-11-11,440.9602355957031,34848500,none event
2021-11-12,444.2881164550781,53466700,none event
2021-11-15,444.4402160644531,46980500,none event
2021-11-16,446.1993103027344,48857500,none event
2021-11-17,445.1153869628906,47858300,none event
2021-11-18,446.6271667480469,50625600,none event
2021-11-19,445.8284912109375,57315600,none event
2021-11-22,444.57342529296875,72762000,none event
2021-11-23,445.16290283203125,73206500,none event
2021-11-24,446.3514404296875,61858800,none event
2021-11-26,436.3963928222656,112669600,none event
2021-11-29,441.7494812011719,86268800,none event
2021-11-30,433.1540832519531,148559600,none event
2021-12-01,428.3429870605469,131939200,none event
2021-12-02,434.9035949707031,127637800,none event
2021-12-03,431.119384765625,137331600,none event
2021-12-06,436.22515869140625,98977500,none event
2021-12-07,445.24847412109375,95484700,none event
2021-12-08,446.4273986816406,72238800,none event
2021-12-09,443.41339111328125,61272600,none event
2021-12-10,447.5874938964844,77159800,none event
2021-12-13,443.6225891113281,87724700,none event
2021-12-14,440.5704040527344,97264100,none event
2021-12-15,447.454345703125,116899300,none event
2021-12-16,443.5084533691406,116568600,none event
2021-12-17,438.78826904296875,135511600,none event
2021-12-20,434.1224365234375,107134800,none event
2021-12-21,441.83197021484375,69806300,none event
2021-12-22,446.2497863769531,58890200,none event
2021-12-23,449.0263671875,56439700,none event
2021-12-27,455.38104248046875,56808600,none event
2021-12-28,455.0089416503906,47274600,none event
2021-12-29,455.5910339355469,54503000,none event
2021-12-30,454.3315124511719,55329000,none event
2021-12-31,453.1864929199219,65237400,none event
2022-01-03,455.8104553222656,72668200,none event
2022-01-04,455.6577453613281,71178700,none event
2022-01-05,446.9080810546875,104538900,none event
2022-01-06,446.48834228515625,86858900,none event
2022-01-07,444.7231140136719,85111600,none event
2022-01-10,444.1697998046875,119362000,none event
2022-01-11,448.2154235839844,74303100,none event
2022-01-12,449.4271240234375,67605400,none event
2022-01-13,443.234619140625,91173100,none event
2022-01-14,443.4159240722656,95890900,none event
2022-01-18,435.563232421875,109709100,none event
2022-01-19,431.04052734375,109357600,none event
2022-01-20,426.2696838378906,122379700,none event
2022-01-21,417.90179443359375,202271200,none event
2022-01-24,419.676513671875,251783900,none event
2022-01-25,414.5527038574219,167997300,none event
2022-01-26,413.51263427734375,186391100,none event
2022-01-27,411.47076416015625,149878300,none event
2022-01-28,421.6897277832031,164457400,none event
2022-01-31,429.284912109375,152251400,none event
2022-02-01,432.18548583984375,123155400,none event
2022-02-02,436.3838195800781,117361000,none event
2022-02-03,426.1265869140625,118024400,none event
2022-02-04,428.1303405761719,118454400,none event
2022-02-07,426.7563171386719,84472900,none event
2022-02-08,430.26763916015625,81012000,none event
2022-02-09,436.5651550292969,92589900,none event
2022-02-10,428.7218933105469,140103700,none event
2022-02-11,420.26806640625,153214600,none event
2022-02-14,418.89410400390625,123006300,none event
2022-02-15,425.6495666503906,88482700,none event
2022-02-16,426.1265869140625,84863600,none event
2022-02-17,417.0238952636719,102259100,none event
2022-02-18,414.3236999511719,132642900,none event
2022-02-22,409.8773193359375,124391800,none event
2022-02-23,402.6066589355469,132578000,none event
2022-02-24,408.66546630859375,213942900,none event
2022-02-25,417.6823425292969,121804500,none event
2022-02-28,416.6136169433594,145615000,none event
2022-03-01,410.2685546875,137785900,none event
2022-03-02,417.81591796875,117726500,none event
2022-03-03,415.7358093261719,105501700,none event
2022-03-04,412.3580627441406,113978200,none event
2022-03-07,400.2021179199219,137896600,none event
2022-03-08,397.16790771484375,164772700,none event
2022-03-09,407.8163146972656,116990800,none event
2022-03-10,405.97479248046875,93972700,none event
2022-03-11,400.81280517578125,95636300,none event
2022-03-14,397.88348388671875,95729200,none event
2022-03-15,406.6332092285156,106219100,none event
2022-03-16,415.64996337890625,144954800,none event
2022-03-17,420.85009765625,102676900,none event
2022-03-18,425.4595947265625,106345500,none event
2022-03-21,425.3351745605469,88349800,none event
2022-03-22,430.3122253417969,74650400,none event
2022-03-23,424.77044677734375,79426100,none event
2022-03-24,431.173583984375,64736900,none event
2022-03-25,433.2792663574219,77101300,none event
2022-03-28,436.3611755371094,68529800,none event
2022-03-29,441.75933837890625,86581500,none event
2022-03-30,439.03155517578125,79666900,none event
2022-03-31,432.27423095703125,121699900,none event
2022-04-01,433.4994201660156,89048800,none event
2022-04-04,437.2130432128906,59601000,none event
2022-04-05,431.69049072265625,74214500,none event
2022-04-06,427.3738708496094,106898000,none event
2022-04-07,429.5273742675781,78097200,none event
2022-04-08,428.3787841796875,79272700,none event
2022-04-11,421.05682373046875,89770500,none event
2022-04-12,419.4967041015625,84363600,none event
2022-04-13,424.30145263671875,74070400,none event
2022-04-14,419.01812744140625,97869500,none event
2022-04-18,419.1904296875,66002500,none event
2022-04-19,425.9573059082031,77821000,none event
2022-04-20,425.6414794921875,65224400,none event
2022-04-21,419.2765808105469,85417300,none event
2022-04-22,407.7720642089844,132471800,none event
2022-04-25,410.1361083984375,119647700,none event
2022-04-26,398.2582702636719,103996300,none event
2022-04-27,399.3780517578125,122030000,none event
2022-04-28,409.466064453125,105449100,none event
2022-04-29,394.3340148925781,145491100,none event
2022-05-02,396.7076721191406,158312500,none event
2022-05-03,398.5262145996094,100028200,none event
2022-05-04,410.66253662109375,144247900,none event
2022-05-05,396.06646728515625,172929100,none event
2022-05-06,393.70233154296875,151770800,none event
2022-05-09,381.0970764160156,155586100,none event
2022-05-10,381.9775390625,132497200,none event
2022-05-11,375.9094543457031,142361000,none event
2022-05-12,375.5169982910156,125090800,none event
2022-05-13,384.4948425292969,104174400,none event
2022-05-16,382.9346923828125,78622400,none event
2022-05-17,390.8117980957031,83029700,none event
2022-05-18,375.0575866699219,117674500,none event
2022-05-19,372.760498046875,98510700,none event
2022-05-20,372.9231872558594,131432200,none event
2022-05-23,379.9005432128906,76414900,none event
2022-05-24,377.0005798339844,91448800,none event
2022-05-25,380.3313293457031,91472900,none event
2022-05-26,387.9308776855469,82168300,none event
2022-05-27,397.4542236328125,84768700,none event
2022-05-31,395.22406005859375,95937000,none event
2022-06-01,392.0273742675781,86585800,none event
2022-06-02,399.4928894042969,79609600,none event
2022-06-03,392.9366455078125,71874300,none event
2022-06-06,394.1330261230469,57508900,none event
2022-06-07,397.91363525390625,59272400,none event
2022-06-08,393.58740234375,64350000,none event
2022-06-09,384.2268371582031,86289800,none event
2022-06-10,373.0859069824219,132893900,none event
2022-06-13,358.92047119140625,170004900,none event
2022-06-14,357.8389892578125,104011800,none event
2022-06-15,362.9404296875,125666800,none event
2022-06-16,350.9285888671875,134473300,none event
2022-06-17,351.68505859375,111113900,none event
2022-06-21,360.53826904296875,76811900,none event
2022-06-22,359.8846130371094,90059400,none event
2022-06-23,363.4124450683594,79292100,none event
2022-06-24,374.9666442871094,98050300,none event
2022-06-27,373.5343933105469,66009600,none event
2022-06-28,365.90203857421875,86548900,none event
2022-06-29,365.60406494140625,65676000,none event
2022-06-30,362.6338195800781,112508300,none event
2022-07-01,366.4692077636719,74839700,none event
2022-07-05,367.16131591796875,81438000,none event
2022-07-06,368.4013366699219,70426200,none event
2022-07-07,373.9189147949219,64525900,none event
